"Departamento","Localidad"
CRUZ ALTA,ESCUELA 109
CRUZ ALTA,ESCUELA 110
CRUZ ALTA,ESCUELA 111
CRUZ ALTA,ESCUELA 12 DE OCTUBRE
CRUZ ALTA,ESCUELA 141
CRUZ ALTA,ESCUELA 142
CRUZ ALTA,ESCUELA 277
CRUZ ALTA,ESCUELA 283
CRUZ ALTA,ESCUELA 284
CRUZ ALTA,ESCUELA 291
CRUZ ALTA,ESCUELA 3
CRUZ ALTA,ESCUELA 308
CRUZ ALTA,ESCUELA 335
CRUZ ALTA,ESCUELA 56
CRUZ ALTA,ESCUELA 76
CRUZ ALTA,ESCUELA 86
CRUZ ALTA,ESCUELA 9
CRUZ ALTA,ESCUELA CORONEL ROCA
CRUZ ALTA,ESCUELA E DE LUCAS
CRUZ ALTA,ESCUELA G DE VEGA
CRUZ ALTA,ESCUELA GUIDO SPANO
CRUZ ALTA,ESCUELA INGENIERO BASCARY
CRUZ ALTA,ESCUELA 220
CRUZ ALTA,ESCUELA 225
CRUZ ALTA,ESCUELA 228
CRUZ ALTA,ESCUELA 270
CRUZ ALTA,ESCUELA 312
CRUZ ALTA,ESCUELA 327
CRUZ ALTA,ESCUELA 329
CRUZ ALTA,ESCUELA 330
CRUZ ALTA,ESCUELA 334
CRUZ ALTA,ESCUELA R J FREYRE
CRUZ ALTA,ESCUELA SANTIAGO GALLO
CRUZ ALTA,GUANACO MUERTO
CRUZ ALTA,FINCA EL CEIBO
CRUZ ALTA,FINCA LEILA
CRUZ ALTA,KILOMETRO 1270
CRUZ ALTA,KILOMETRO 34
CRUZ ALTA,KILOMETRO 771
CRUZ ALTA,LA CANTINA
CRUZ ALTA,LA GUILLERMINA
CRUZ ALTA,PALMAS REDONDAS
CRUZ ALTA,OVERO POZO
CRUZ ALTA,LUIS PASTEUR
CRUZ ALTA,PEREYRA NORTE
CRUZ ALTA,PEREYRA SUR
CRUZ ALTA,MARTA
CRUZ ALTA,POTRERO DE LOS ALAMOS
CRUZ ALTA,RUTA NACIONAL 9
CRUZ ALTA,RUTA PROVINCIAL 302
CRUZ ALTA,RUTA PROVINCIAL 303
CRUZ ALTA,RUTA PROVINCIAL 335
CRUZ ALTA,SANTA RITA
CRUZ ALTA,AGUADITA
CRUZ ALTA,ALTO LAS LECHUZAS
CRUZ ALTA,RUTA PROVINCIAL 304
CRUZ ALTA,RUTA PROVINCIAL 306
CRUZ ALTA,RUTA PROVINCIAL 319
CRUZ ALTA,LA CORNELIA
CRUZ ALTA,LA ERCILIA
CRUZ ALTA,LA MEDIA AGUA
CRUZ ALTA,SINQUIAL
CRUZ ALTA,VILLA RECASTE
LEALES,VICLOS
LEALES,EL MELON
LEALES,MUJER MUERTA
LEALES,ABRA RICA
LEALES,LAS TALAS
LEALES,LOS VILLAGRA
LEALES,ARAOZ
LEALES,EL MOJON
LEALES,EL QUIMIL
LEALES,EL BAGUAL
LEALES,PORVENIR
LEALES,SUPERINTENDENTE LEDESMA
LEALES,TACANAS
LEALES,TRES POZOS
MONTEROS,CACHI YACO
MONTEROS,CAMPO EL MOLLAR
LEALES,CAÑADA DE VICLOS
MONTEROS,CAMPO EL LUISITO
TAFI DEL VALLE,RINCON DE LAS TACANAS
CRUZ ALTA,COLONIA 4
CRUZ ALTA,COLONIA 4 DE COLOMBRES
CRUZ ALTA,RANCHILLOS
BURRUYACU,GARMENDIA
CRUZ ALTA,LOS RALOS
CRUZ ALTA,FINCA MAYO
CRUZ ALTA,SAN PEREYRA
CRUZ ALTA,COLMENA LOLITA
CRUZ ALTA,COLONIA LOLITA NORTE
CRUZ ALTA,CAMPO LA FLOR LOS RALOS
CRUZ ALTA,LOLITA
CRUZ ALTA,VILLA TERCERA
CRUZ ALTA,MAYO
CRUZ ALTA,LOLITA NUEVA
CRUZ ALTA,INGENIO LOS RALOS
CRUZ ALTA,EL CARBON
CRUZ ALTA,BUSTAMANTE
CRUZ ALTA,EL PRADO
CRUZ ALTA,POZO DEL ALTO
CRUZ ALTA,KILOMETRO 781
CRUZ ALTA,KILOMETRO 784
CRUZ ALTA,KILOMETRO 794
CRUZ ALTA,LOPEZ DOMINGUEZ
CRUZ ALTA,LAS CEJAS
BURRUYACU,SAN CARLOS
BURRUYACU,TUSCAL REDONDO
BURRUYACU,VIRGINIA
CRUZ ALTA,CAÑETE
CRUZ ALTA,EL RINCON
CRUZ ALTA,LA LIBERTAD
CRUZ ALTA,LOS GODOY
CRUZ ALTA,LOS HARDOY
CRUZ ALTA,SAN AGUSTIN
CRUZ ALTA,SAN JOSE
CRUZ ALTA,LAPACHITOS
CRUZ ALTA,SANTA LUISA
CRUZ ALTA,SANTILLAN
CRUZ ALTA,POZO LAPACHO
LEALES,SAN CARLOS
BURRUYACU,CEJA POZO
BURRUYACU,COLONIA NRO 2
BURRUYACU,EL PUESTO DEL MEDIO
BURRUYACU,LOS CHORRILLOS
BURRUYACU,LUJAN
BURRUYACU,PAJA COLORADA
BURRUYACU,PASO DE LA PATRIA
BURRUYACU,PUERTA ALEGRE
BURRUYACU,SAN FEDERICO
BURRUYACU,SAN PEDRO
BURRUYACU,TINAJEROS
BURRUYACU,URIZAR
BURRUYACU,UTURUNO
BURRUYACU,VILLA MONTE CRISTO
BURRUYACU,VILLA SAN ANTONIO
BURRUYACU,ESCUELA 150
BURRUYACU,ESCUELA 152
BURRUYACU,ESCUELA 112
BURRUYACU,ESCUELA 118
BURRUYACU,ESCUELA 149
BURRUYACU,ESCUELA 347
BURRUYACU,ESCUELA 353
BURRUYACU,ESCUELA 366
BURRUYACU,ESCUELA 368
BURRUYACU,ESCUELA 369
BURRUYACU,ESCUELA 375
BURRUYACU,ESCUELA 386
BURRUYACU,ESCUELA 4
BURRUYACU,ESCUELA 5
BURRUYACU,ESCUELA MANUEL COSSIO
BURRUYACU,ESCUELA MARIANO SALAS
BURRUYACU,ESCUELA PEDRO ARAOZ
BURRUYACU,ESCUELA PUESTITO DE ARRIBA
BURRUYACU,ESCUELA SALVADOR ALONSO
BURRUYACU,ANTA CHICA
BURRUYACU,EL BACHI
BURRUYACU,EL PALOMAR
BURRUYACU,ESCUELA 166
BURRUYACU,ESCUELA 167
BURRUYACU,ESCUELA 173
BURRUYACU,ESCUELA 177
BURRUYACU,ESCUELA 205
BURRUYACU,ESCUELA 208
BURRUYACU,ESCUELA 211
BURRUYACU,ESCUELA 242
BURRUYACU,ESCUELA 246
BURRUYACU,ESCUELA 250
BURRUYACU,ESCUELA 262
BURRUYACU,ESCUELA 275
BURRUYACU,ESCUELA 276
BURRUYACU,ESCUELA 278
BURRUYACU,ESCUELA 292
BURRUYACU,ESCUELA 30
BURRUYACU,ESCUELA 310
BURRUYACU,ESCUELA 313
BURRUYACU,ESCUELA 314
BURRUYACU,ESCUELA 326
BURRUYACU,ESCUELA 331
BURRUYACU,ESCUELA 339
BURRUYACU,ESCUELA 34
BURRUYACU,ESCUELA 344
BURRUYACU,ESCUELA 57
BURRUYACU,ESCUELA 60
BURRUYACU,ESCUELA 61
BURRUYACU,ESCUELA 62
BURRUYACU,ESCUELA 7
BURRUYACU,ESCUELA 83
BURRUYACU,ESCUELA 91
BURRUYACU,ESCUELA ADOLFO ALSINA
BURRUYACU,ESCUELA ALBERTO SOLDATI
BURRUYACU,MONTE CRISTO
BURRUYACU,VILLA DESIERTO DE LUZ
BURRUYACU,VILLA EL BACHE
BURRUYACU,VILLA EL RETIRO
BURRUYACU,VILLA LA SOLEDAD
BURRUYACU,VILLA LA TUNA
BURRUYACU,VILLA MARIA
BURRUYACU,VILLA MERCEDES
BURRUYACU,VILLA COLMENA
BURRUYACU,ROSARIO
BURRUYACU,SAN ARTURO
BURRUYACU,ESCUELA CAMPAMENTO EL PLUMERIL
BURRUYACU,ESCUELA CAP CANDELARIA
BURRUYACU,ESCUELA CAUPOLICAN MOLINA
BURRUYACU,ESCUELA DIEGO DE VILLAFAÑE
BURRUYACU,ESCUELA LEO HUASI
BURRUYACU,ESCUELA ALVAREZ CONDARCO
BURRUYACU,LA ESPERANZA
CRUZ ALTA,INGENIO ESPERANZA
GRANEROS,PUESTO DEL MEDIO
GRANEROS,SANTA CLARA SUD
LA COCHA,LAS ABRAS
SIMOCA,VILLA STA ROSA DE NVA TRINIDAD
TAFI DEL VALLE,EL ARBOLITO
BURRUYACU,GOBERNADOR PIEDRABUENA
BURRUYACU,"7 DE ABRIL"
BURRUYACU,LAS COLAS
BURRUYACU,POZO GRANDE
BURRUYACU,POZO LARGO
BURRUYACU,CORTADERAS
BURRUYACU,LA FLORIDA
BURRUYACU,SURIYACU
BURRUYACU,TALA BAJADA
GRANEROS,TACO RALO
TRANCAS,LA ZANJA
BURRUYACU,PAMPA POZO
BURRUYACU,ZAPALLAR
CHICLIGASTA,SANTA ROSA
GRANEROS,IGUANA
GRANEROS,"9 DE JULIO"
GRANEROS,BELTRAN
GRANEROS,CHALCHACITO
GRANEROS,CHAÑARITOS
GRANEROS,LA CAÑADA
GRANEROS,LA CHILCA
GRANEROS,LA IGUANA
GRANEROS,LA ZANJA
GRANEROS,LACHICO
GRANEROS,"25 DE MAYO"
GRANEROS,CHILCA
GRANEROS,COCO
GRANEROS,DURAZNO
GRANEROS,EL PARAISO
GRANEROS,EL PUESTITO
GRANEROS,EL QUEBRACHITO
GRANEROS,EL SESTEADERO
GRANEROS,EL TOSTADO
GRANEROS,ENCRUCIJADA
GRANEROS,LAS BRISAS
GRANEROS,PUESTO LOS AVILAS
GRANEROS,PUESTO LOS PEREZ
GRANEROS,RAMADITAS
GRANEROS,RAMOS
GRANEROS,RUMI YURA
GRANEROS,SALA VIEJA
GRANEROS,SAN GERMAN
GRANEROS,TALITAS
GRANEROS,TORO MUERTO
GRANEROS,VILTRAN
GRANEROS,YAPACHIN
GRANEROS,MONTUOSO
GRANEROS,MORON
GRANEROS,PAEZ
GRANEROS,POZO HONDO
GRANEROS,PUESTO 9 DE JULIO
GRANEROS,MOLLES
GRANEROS,SAN JUANCITO
GRANEROS,SAN MIGUEL
GRANEROS,SANTA BARBARA
GRANEROS,SANTA ROSA
GRANEROS,SAUCE GAUCHO
GRANEROS,SIMBOL
GRANEROS,TOSTADO
GRANEROS,SESTEADERO
GRANEROS,YUMILLURA
LA COCHA,LOS MOLLES
LA COCHA,QUEBRACHITO
MONTEROS,LAS TALITAS
CUSHAMEN,ÑORQUINCO SUD
CUSHAMEN,CERRO RADAL
CUSHAMEN,LAS GOLONDRINAS
BIEDMA,EMPALME PUERTO LOBOS
BIEDMA,PUERTO LOBOS
BIEDMA,ARROYO VERDE
ESCALANTE,COMODORO RIVADAVIA
ESCALANTE,RIO CHICO
ESCALANTE,KILOMETRO 11
ESCALANTE,PAMPA DEL CASTILLO
ESCALANTE,PAMPA SALAMANCA
ESCALANTE,PICO SALAMANCA
ESCALANTE,EL TREBOL
ESCALANTE,MANANTIALES BEHR
ESCALANTE,RADA TILLY
ESCALANTE,CAÑADON FERRAIS
ESCALANTE,BAHIA SOLANO
ESCALANTE,CALETA CORDOVA
ESCALANTE,EMPALME A ASTRA
ESCALANTE,BARRIO ASTRA
ESCALANTE,SIERRA CUADRADA
ESCALANTE,SIERRA OVERA CHICAS Y GRANDES
ESCALANTE,LA SALAMANCA
ESCALANTE,PAMPA PELADA
ESCALANTE,CAÑADON LAGARTO
ESCALANTE,CAÑADON LOPEZ
ESCALANTE,CAÑADON PEDRO EX VALLE HERMOSO
ESCALANTE,HOLDICH
SARMIENTO,SARMIENTO
SARMIENTO,ENRIQUE HERMITTE
SARMIENTO,KILOMETRO 191
SARMIENTO,LAGUNA DEL MATE
SARMIENTO,LAGUNA PALACIO
SARMIENTO,LAS PULGAS
SARMIENTO,MANANTIAL GRANDE
SARMIENTO,PASO DE TORRES
SARMIENTO,SIERRA CORRIENTES
SARMIENTO,SIERRA VICTORIA
SARMIENTO,VALLE HERMOSO
SARMIENTO,CAÑADON CARRIL
SARMIENTO,CAÑADON TACHO
SARMIENTO,COLONIA GERMANIA
SARMIENTO,COSTA RIO CHICO
SARMIENTO,ARROYO QUILLA
SARMIENTO,COLHUE HUAPI
RIO SENGUER,SIERRA NEVADA BUEN PASTO
SARMIENTO,LAGO MUSTERS
SARMIENTO,BUEN PASTO
RIO SENGUER,RIO MAYO
RIO SENGUER,BAJO LA CANCHA
RIO SENGUER,LOS TAMARISCOS
RIO SENGUER,FACUNDO
RIO SENGUER,ALTO RIO SENGUER
RIO SENGUER,ALDEA APELEG
RIO SENGUER,ARROYO GATO
RIO SENGUER,LA PEPITA
RIO SENGUER,LAGO FONTANA
RIO SENGUER,PASO MORENO
RIO SENGUER,RIO FRIAS
RIO SENGUER,PASTOS BLANCOS
RIO SENGUER,EL COITE
RIO SENGUER,EL PORVENIR
RIO SENGUER,LA LAURITA
RIO SENGUER,DOCTOR RICARDO ROJAS
RIO SENGUER,ARROYO CHALIA
RIO SENGUER,ALDEA BELEIRO
RIO SENGUER,ALTO RIO MAYO
RIO SENGUER,EL TRIANA
RIO SENGUER,LAGO BLANCO
RIO SENGUER,LA NICOLASA
RIO SENGUER,LA SIBERIA
RIO SENGUER,VALLE HUEMULES
RIO SENGUER,HITO 45
RIO SENGUER,HITO 50
RIO SENGUER,LA CANCHA
RAWSON,TRELEW
FLORENTINO AMEGHINO,DOS POZOS
FLORENTINO AMEGHINO,UZCUDUN
GASTRE,CERRO SANTA ANA
GAIMAN,DIQUE FLORENTINO AMEGHINO
MARTIRES,ALTO DE LAS PLUMAS
MARTIRES,CABEZA DE BUEY
MARTIRES,EL MIRASOL
MARTIRES,LAS PLUMAS
RAWSON,BASE AERONAVAL ALMIRANTE IRIZA
RAWSON,PUENTE HENDRE
TELSEN,BAJADA DEL DIABLO
RAWSON,RAWSON
RAWSON,PLAYA UNION
RAWSON,SOL DE MAYO
RAWSON,BAJO DE LOS HUESOS
RAWSON,CASA BLANCA
RAWSON,CHARQUE CHICO
RAWSON,PUNTA NINFAS
GAIMAN,GAIMAN
GAIMAN,EL ARGENTINO
GAIMAN,GLASFRYN
GAIMAN,LOMA REDONDA
GAIMAN,MAESTEG
GAIMAN,TREORKI
GAIMAN,VALLE LOS MARTIRES
GAIMAN,VILLA INES
GAIMAN,ANGOSTURA
GAIMAN,ANGOSTURA SEGUNDA
GAIMAN,BETESTA
GAIMAN,BRYN BROWN
GAIMAN,BRYN GWYN
GAIMAN,CABAÑA DEL VALLE
GAIMAN,DOLAVON
GAIMAN,CAMPAMENTO VILLEGAS
GAIMAN,EBENECER
GAIMAN,TOMA DE LOS CANALES
GAIMAN,"28 DE JULIO"
GAIMAN,BOCA DE LA ZANJA
GAIMAN,BOCA ZANJA SUD
MARTIRES,LAGUNA GRANDE
MARTIRES,LAS CHAPAS
FLORENTINO AMEGHINO,CAMARONES
CUSHAMEN,LA CASTELLANA
ESCALANTE,BAHIA BUSTAMANTE
FLORENTINO AMEGHINO,CABO RASO
FLORENTINO AMEGHINO,EL JAGUEL
FLORENTINO AMEGHINO,GARAYALDE
FLORENTINO AMEGHINO,LA CASTELLANA
FLORENTINO AMEGHINO,MALASPINA
FLORENTINO AMEGHINO,RUTA 3 KILOMETRO 1711
FLORENTINO AMEGHINO,RUTA 3 KILOMETRO 1646
FLORENTINO AMEGHINO,SIERRA COLORADA
BIEDMA,PUERTO MADRYN
BIEDMA,EL DESEMPEÑO
BIEDMA,PUNTA QUIROGA
BIEDMA,BAHIA CRACHER
TELSEN,CERRO PICHALAO
TELSEN,TELSEN
BIEDMA,BAJO BARTOLO
BIEDMA,BAJO LAS DAMAJUANAS
BIEDMA,CALETA VALDEZ
BIEDMA,EL PASTIZAL
BIEDMA,EL PIQUILLIN
BIEDMA,EL QUILIMUAY
BIEDMA,EL RUANO
BIEDMA,EL SALITRAL
BIEDMA,PUNTA BAJOS
BIEDMA,PUNTA DELGADA
BIEDMA,PUNTA NORTE
BIEDMA,SALINAS CHICAS
BIEDMA,SALINAS GRANDES
BIEDMA,SAN JOSE
BIEDMA,LORETO
BIEDMA,MEDANOS
BIEDMA,PUERTO PIRAMIDES
BIEDMA,PUERTO SAN ROMAN
BIEDMA,LA CORONA
BIEDMA,LA ROSILLA
BIEDMA,LARRALDE
BIEDMA,BAJO DEL GUALICHO
BIEDMA,SIERRA CHICA
FUTALEUFU,MALLIN GRANDE CORCOVADO
GAIMAN,VALLE DEL RIO CHUBUT
GASTRE,EL ESCORIAL
GASTRE,GASTRE
GASTRE,LAGUNITA SALADA
GASTRE,PIRRE MAHUIDA
GASTRE,BLANCUNTRE
GASTRE,SACANANA
GASTRE,AGUADA DEL PITO
GASTRE,BAJADA MORENO
GASTRE,CARHUE NIYEO
GASTRE,EL CHACAY
GASTRE,COLELACHE
TELSEN,CAÑADON BAGUAL
TELSEN,AGUADA DE LAS TEJAS
TELSEN,CHACAY ESTE
TELSEN,CAÑADON BLANCO
TELSEN,CAÑADON CHILENO
TELSEN,CATAYCO
TELSEN,CHACAY OESTE
TELSEN,CHASICO
TELSEN,TALAGAPA
TELSEN,TATUEN
TELSEN,EL ALAMO
TELSEN,ESTANCIA EL MORO
TELSEN,GAN GAN
TELSEN,LAGUNA FRIA
TELSEN,MALLIN GRANDE
TELSEN,PAINALUF
TELSEN,SEPRUCAL
TELSEN,SIERRA CHATA
TELSEN,SIERRA ROSADA
TELSEN,LAGUNA DE VACAS
FUTALEUFU,ESQUEL
CUSHAMEN,LA CANCHA
CUSHAMEN,LA LANCHA
FUTALEUFU,ARROYO PESCADO
FUTALEUFU,CERRO MALLACO
FUTALEUFU,CHACRA DE AUSTIN
FUTALEUFU,MATUCANA
FUTALEUFU,MAYOCO
FUTALEUFU,NAHUEL PAN ESTACION FCGR
FUTALEUFU,SIERRA DE TECKA
FUTALEUFU,SUNICA
FUTALEUFU,VILLA FUTALAUFQUEN
FUTALEUFU,COLONIA 16 DE OCTUBRE
FUTALEUFU,LAGUNA TERRAPLEN
LANGUIÑEO,TECKA
CUSHAMEN,EL MIRADOR
FUTALEUFU,CACHEL
FUTALEUFU,PARQUE NACIONAL LOS ALERCES
GASTRE,TAQUETREN
GASTRE,EL PORTEZUELO
LANGUIÑEO,CARRENLEUFU
LANGUIÑEO,COLAN CONHUE
LANGUIÑEO,COLONIA EPULEF
LANGUIÑEO,EL CRONOMETRO
LANGUIÑEO,PAMPA TEPUEL
LANGUIÑEO,PASO DEL SAPO
LANGUIÑEO,PIEDRA PARADA
LANGUIÑEO,POCITOS DE QUICHAURA
LANGUIÑEO,VALLE DEL TECKA
LANGUIÑEO,VALLE GARIN
LANGUIÑEO,EL CUCHE
LANGUIÑEO,EL KAQUEL
LANGUIÑEO,EL POYO
LANGUIÑEO,ESTANCIA LA MIMOSA
LANGUIÑEO,ESTANCIA PAMPA CHICA
LANGUIÑEO,LANGUIÑEO
LANGUIÑEO,LAS SALINAS
LANGUIÑEO,MALLIN BLANCO
LANGUIÑEO,PAMPA DE AGNIA
PASO DE INDIOS,EL CALAFATE
PASO DE INDIOS,EL PAJARITO
PASO DE INDIOS,LA PRIMAVERA
PASO DE INDIOS,CAJON DE GINEBRA GRANDE
PASO DE INDIOS,CAJON DE GINEBRA CHICO
PASO DE INDIOS,CERRO LONCO TRAPIAL
CUSHAMEN,COSTA DEL LEPA
CUSHAMEN,GUALJAINA
FUTALEUFU,TREVELIN
FUTALEUFU,ALDEA ESCOLAR
FUTALEUFU,ARROYO PERCY
FUTALEUFU,CERRO CENTINELA
FUTALEUFU,LEGUA 24
FUTALEUFU,LOS CIPRESES
FUTALEUFU,RIO CORINTO
FUTALEUFU,VALLE FRIO
FUTALEUFU,FUTALEUFU
FUTALEUFU,LAGO ROSARIO
FUTALEUFU,CORCOVADO
PASO DE INDIOS,PASO DE INDIOS
PASO DE INDIOS,EL CANQUEL
PASO DE INDIOS,EL SOMBRERO
PASO DE INDIOS,LA BOMBILLA
PASO DE INDIOS,LAS CORTADERAS
PASO DE INDIOS,LAS HORQUETAS
PASO DE INDIOS,LOS ALTARES
PASO DE INDIOS,LOS MANANTIALES
PASO DE INDIOS,CAÑADA BAGUAL
PASO DE INDIOS,CERRO CONDOR
PASO DE INDIOS,ARROYO GUILAIA
PASO DE INDIOS,EL CHALET
PASO DE INDIOS,LAGUNA RINCON DEL MORO
PASO DE INDIOS,SIERRA NEVADA PASO DE INDIOS
PASO DE INDIOS,TORO HOSCO
CUSHAMEN,EL MAITEN
CUSHAMEN,COSTA CHUBUT
CUSHAMEN,BUENOS AIRES CHICO
CUSHAMEN,FITHEN VERIN
CUSHAMEN,FITIRHUIN
CUSHAMEN,ING BRUNO J THOMAE
FUTALEUFU,EL BOQUETE
CUSHAMEN,EL TURBIO
CUSHAMEN,BOQUETE BOLSON
CUSHAMEN,LAGO PUELO
CUSHAMEN,EL HOYO
CUSHAMEN,EL COIHUE
CUSHAMEN,EPUYEN
CUSHAMEN,PARAJE ENTRE RIOS
CUSHAMEN,EL COLHUE
CUSHAMEN,CUSHAMEN
CUSHAMEN,CERRO FOFOCAHUEL
CUSHAMEN,FOFO CAHUEL
CUSHAMEN,RANQUIL HUAO
CUSHAMEN,SIEMPRE VIVA
CUSHAMEN,COLONIA CUSHAMEN
CUSHAMEN,CAÑADON CALIENTE
CUSHAMEN,CAÑADON GRANDE
CUSHAMEN,CHOLILA
CUSHAMEN,LELEQUE
CUSHAMEN,EL CAJON
CUSHAMEN,LAGO LEZANA
CUSHAMEN,LAGO CARLOS PELLEGRINI
FUTALEUFU,LAGO RIVADAVIA
CUSHAMEN,VILLA LAGO RIVADAVIA
CUSHAMEN,ARROYO EL MOSQUITO
CUSHAMEN,RIO CARRILEUFU
TEHUELCHES,JOSE DE SAN MARTIN
LANGUIÑEO,EL MOLLE
TEHUELCHES,EL TROPEZON
TEHUELCHES,LAGUNA BLANCA
TEHUELCHES,LAGUNA VERDE
CUSHAMEN,TRES PICOS
TEHUELCHES,CAÑADON LA MADERA
TEHUELCHES,CASA BLANCA
TEHUELCHES,CERRO NEGRO
TEHUELCHES,CORRALITOS
TEHUELCHES,LENZANILLEO
TEHUELCHES,LOS CORRALITOS
TEHUELCHES,MATA GRANDE
LANGUIÑEO,VALLE HONDO
TEHUELCHES,GOBERNADOR COSTA
TEHUELCHES,EL SHAMAN
TEHUELCHES,CAÑADON CHACAY
TEHUELCHES,EL CHERQUE
TEHUELCHES,NIRIGUAO
TEHUELCHES,NIRIGUCE PAMPA
TEHUELCHES,PUTRACHOIQUE
TEHUELCHES,RIO PICO
FUTALEUFU,LAGO VERDE
TEHUELCHES,HITO 43
TEHUELCHES,LAGO VINTTER
TEHUELCHES,LAS MULAS
TEHUELCHES,LAS PAMPAS
TEHUELCHES,ALTO RIO PICO
TEHUELCHES,ARENOSO
TEHUELCHES,FRONTERA DE RIO PICO
TEHUELCHES,LAGO PAZ
TEHUELCHES,ESTANCIA NUEVA LUBECKA
TEHUELCHES,PIEDRA SHOTEL
MALVINAS,ISLA GRAN MALVINA
MALVINAS,ISLA SOLEDAD
USHUAIA,USHUAIA
USHUAIA,BAHIA LAPATAIA
USHUAIA,ESTANCIA HARBERTON
USHUAIA,HOSTERIA KAIKEN
USHUAIA,ISLA DE LOS ESTADOS
ANTARTIDA,BASE BELGRANO
ANTARTIDA,BASE BELGRANO 3
ANTARTIDA,BASE EJERCITO GRAL SAN MARTIN
ANTARTIDA,BASE EJERCITO ESPERANZA
ANTARTIDA,BASE EJERCITO PRIMAVERA
ANTARTIDA,BASE EJERCITO SOBRAL
ANTARTIDA,DESTACAMENTO MELCHIOR
ANTARTIDA,ESTACION CIENTIFICA ALTE BROWN
ANTARTIDA,ISLA JOINVILLE
ANTARTIDA,BASE AEREA TENIENTE MATIENZO
ANTARTIDA,BASE AEREA VICECOMOD MARAMBIO
ANTARTIDA,ISLA SHETLAND DEL SUR
ANTARTIDA,ISLAS GEORGIAS DEL SUR
ANTARTIDA,ISLAS ORCADAS DEL SUR
ANTARTIDA,BASE CIENTIFICA TTE JUBANY
ANTARTIDA,BASE ORCADAS
ANTARTIDA,BASE BELGRANO 2
ANTARTIDA,ISLAS SANDWICH DEL SUR
RIO GRANDE,TOLHUIN
RIO GRANDE,RIO GRANDE
RIO GRANDE,ASERRADERO ARROYO
RIO GRANDE,CABAÑA RUBY
RIO GRANDE,COMISARIA RADMAN
RIO GRANDE,CABO SAN PABLO
RIO GRANDE,CAMPAMENTO CENTRAL YPF
RIO GRANDE,CAMPAMENTO LOS CHORRILLOS
RIO GRANDE,ESTANCIA LA INDIANA
RIO GRANDE,ESTANCIA LA FUEGUINA
RIO GRANDE,ESTACION AERONAVAL
RIO GRANDE,ESTACION OSN
RIO GRANDE,ESTANCIA LA PORTEÑA
RIO GRANDE,ESTANCIA LAS HIJAS
RIO GRANDE,ESTANCIA LAS VIOLETAS
RIO GRANDE,ESTANCIA LAURA
RIO GRANDE,ESTANCIA LIBERTAD
RIO GRANDE,ESTANCIA LOS CERROS
RIO GRANDE,ESTANCIA LOS FLAMENCOS
RIO GRANDE,ESTANCIA BUENOS AIRES
RIO GRANDE,ESTANCIA CARMEN
RIO GRANDE,ESTANCIA DOS HEMANAS
RIO GRANDE,ESTANCIA EL ROBLE
RIO GRANDE,ESTANCIA EL RODEO
RIO GRANDE,ESTANCIA HERMINITA
RIO GRANDE,ESTANCIA INES
RIO GRANDE,ESTANCIA JOSE MENENDEZ
RIO GRANDE,ESTANCIA LA CRIOLLA
RIO GRANDE,ESTANCIA EL SALVADOR
RIO GRANDE,ESTANCIA GUAZU CUE
RIO GRANDE,ESTANCIA RIO EWAN
RIO GRANDE,ESTANCIA RIO IRIGOYEN
RIO GRANDE,ESTANCIA RIVADAVIA
RIO GRANDE,ESTANCIA MARIA BEHETY
RIO GRANDE,ESTANCIA MARIA CRISTINA
RIO GRANDE,ESTANCIA MARIA LUISA
RIO GRANDE,ESTANCIA MARINA
RIO GRANDE,ESTANCIA MIRAMONTE
RIO GRANDE,ESTANCIA SAN MARTIN
RIO GRANDE,ESTANCIA SAN PABLO
RIO GRANDE,ESTANCIA SANTA ANA
RIO GRANDE,ESTANCIA SARA
RIO GRANDE,ESTANCIA TEPI
RIO GRANDE,ESTANCIA VIAMONTE
RIO GRANDE,ESTANCIA AURELIA
RIO GRANDE,ESTANCIA PIRINAICA
RIO GRANDE,ESTANCIA POLICARPO
RIO GRANDE,ESTANCIA RIO CLARO
RIO GRANDE,ESTANCIA ROLITO
RIO GRANDE,ESTANCIA ROSITA
RIO GRANDE,ESTANCIA RUBY
RIO GRANDE,ESTANCIA SAN JOSE
RIO GRANDE,ESTANCIA SAN JULIO
RIO GRANDE,ESTANCIA SAN JUSTO
RIO GRANDE,ESTANCIA DESPEDIDA
RIO GRANDE,FRIGORIFICO CAP
RIO GRANDE,LAGO KHAMI
RIO GRANDE,PUNTA MARIA
RIO GRANDE,SECCION AVILES  ESTANCIA SAN J
RIO GRANDE,ESTANCIA CAUCHICO
RIO GRANDE,ESTANCIA COSTANCIA
RIO GRANDE,ESTANCIA CULLEN
RIO GRANDE,EL PARAMO
RIO GRANDE,SAN SEBASTIAN
RIO GRANDE,SANTA INES
RIO GRANDE,MISION SALESIANA MÑOR FAGNANO
CURUZU CUATIA,BASUALDO
CURUZU CUATIA,COLONIA BASUALDO
CURUZU CUATIA,COLONIA PAIRIRI
CURUZU CUATIA,COSTA ARROYO GARAY
CURUZU CUATIA,PARAJE PORTILLO
CURUZU CUATIA,PEDRO DIAZ COLODRERO
CURUZU CUATIA,RINCON DE TUNAS
ESQUINA,GUAYQUIRARO
ESQUINA,ARROYO SARANDI
ESQUINA,TRES BOCAS
ESQUINA,ARROYO SORO
ESQUINA,ESQUINA
CONCEPCION,SAN AGUSTIN
ESQUINA,CABRAL
ESQUINA,INGA
ESQUINA,JESUS MARIA
